,index,Id,Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,Response,Complain,Marital_Status_Absurd,Marital_Status_Alone,Marital_Status_Divorced,Marital_Status_Married,Marital_Status_Single,Marital_Status_Together,Marital_Status_Widow,Marital_Status_YOLO,Education_2n Cycle,Education_Basic,Education_Graduation,Education_Master,Education_PhD,Enrollment_Month,Enrollment_Year,Enrollment_Day,Num_Users_Total,TotalVisitsWeb,TotalMntMeat,TotalMntWine,TotalMntFruit,Average_Uses,Average_Meat,Average_Wine,Average_Fruit
470,2197,9940,1958,Graduation,Together,64961.0,0,1,2012-12-23,97,382,114,276,75,124,38,2,6,4,4,3,0,0,False,False,False,False,False,True,False,False,False,False,True,False,False,12,2012,23,471,2955,96592,188544,14365,6.273885350318471,205.07855626326963,400.30573248407643,30.498938428874734
317,835,9949,1976,Graduation,Married,59809.0,0,2,2012-10-18,36,598,16,141,32,41,49,3,3,3,6,8,0,0,False,False,False,True,False,False,False,False,False,False,True,False,False,10,2012,18,318,2060,61586,124108,9679,6.477987421383648,193.66666666666666,390.27672955974845,30.437106918238992
1526,1199,9952,1947,Master,Together,78093.0,0,0,2013-11-12,53,368,32,639,13,43,10,1,4,7,5,1,0,0,False,False,False,False,False,True,False,False,False,False,False,True,False,11,2013,12,1527,8634,265044,498928,41591,5.654223968565815,173.57170923379175,326.7373935821873,27.237066142763588
1591,467,9955,1954,Graduation,Together,39898.0,0,1,2013-12-02,20,69,8,26,12,7,12,2,3,0,4,7,0,0,False,False,False,False,False,True,False,False,False,False,True,False,False,12,2013,2,1592,8952,278785,521114,43367,5.623115577889447,175.11620603015075,327.3329145728643,27.240577889447238
1892,1220,9958,1972,Graduation,Married,65685.0,0,1,2014-03-29,54,642,14,49,0,7,57,1,9,2,9,5,0,0,False,False,False,True,False,False,False,False,False,False,True,False,False,3,2014,29,1893,10365,325314,603678,51095,5.475435816164818,171.85103011093503,318.90015847860536,26.991547807712625
1974,1176,9960,1991,Basic,Single,26868.0,1,0,2014-04-30,52,0,0,1,8,3,2,1,1,0,2,7,0,0,False,False,False,False,True,False,False,False,False,True,False,False,False,4,2014,30,1975,10718,335474,618228,52703,5.426835443037975,169.86025316455695,313.02683544303795,26.68506329113924
1110,1283,9964,1979,Graduation,Single,61825.0,0,1,2013-07-08,56,162,50,100,55,30,27,1,4,2,8,4,0,0,False,False,False,False,True,False,False,False,False,False,True,False,False,7,2013,8,1111,6457,202929,380398,31042,5.811881188118812,182.65436543654366,342.3924392439244,27.940594059405942
990,708,9967,1974,Graduation,Divorced,53034.0,1,1,2013-05-30,30,160,15,196,15,11,50,8,6,1,7,8,0,0,False,False,True,False,False,False,False,False,False,False,True,False,False,5,2013,30,991,5793,184817,350294,28671,5.84561049445005,186.4954591321897,353.4752774974773,28.9313824419778
1429,90,9970,1977,Graduation,Together,55375.0,0,1,2013-10-17,3,42,11,57,10,28,14,1,1,1,6,2,0,0,False,False,False,False,False,True,False,False,False,False,True,False,False,10,2013,17,1430,8126,249947,471532,39429,5.682517482517483,174.7881118881119,329.74265734265737,27.572727272727274
2204,501,9971,1964,PhD,Married,65526.0,0,1,2014-11-04,22,397,19,69,12,0,9,1,4,4,8,2,0,0,False,False,False,True,False,False,False,False,False,False,False,False,True,11,2014,4,2205,11753,368011,673146,57800,5.33015873015873,166.8984126984127,305.28163265306125,26.213151927437643
1920,569,9972,1955,PhD,Together,46015.0,1,1,2014-04-13,25,38,0,2,0,0,6,1,1,0,3,7,0,0,False,False,False,False,False,True,False,False,False,False,False,False,True,4,2014,13,1921,10501,328195,608345,51607,5.466423737636648,170.84591358667362,316.6814159292035,26.864653826132223
313,660,9973,1963,Graduation,Married,50437.0,0,2,2012-10-17,28,370,9,92,6,9,4,3,7,1,8,7,0,0,False,False,False,True,False,False,False,False,False,False,True,False,False,10,2012,17,314,2029,61330,122862,9645,6.461783439490445,195.3184713375796,391.28025477707007,30.71656050955414
1608,1698,9974,1974,Graduation,Married,30631.0,1,0,2013-12-07,75,15,6,20,4,5,20,1,3,1,2,7,0,0,False,False,False,True,False,False,False,False,False,False,True,False,False,12,2013,7,1609,9026,282077,528026,43780,5.609695463020509,175.31199502796767,328.17029210689867,27.2094468614046
1332,2234,9977,1973,Graduation,Divorced,78901.0,0,1,2013-09-17,99,321,11,309,33,26,34,3,9,3,5,4,0,0,False,False,True,False,False,False,False,False,False,False,True,False,False,9,2013,17,1333,7638,235170,445322,36519,5.7299324831207805,176.42160540135035,334.0750187546887,27.39609902475619
786,585,9984,1981,2n Cycle,Married,56337.0,1,1,2013-03-27,25,349,16,144,28,5,182,5,8,5,4,8,1,0,False,False,False,True,False,False,False,False,True,False,False,False,False,3,2013,27,787,4734,145334,282396,23465,6.015247776365946,184.66836086404066,358.82592121982213,29.815756035578143
1808,186,9986,1982,Graduation,Together,19444.0,1,0,2014-02-22,8,16,0,23,3,2,10,3,4,1,2,7,1,0,False,False,False,False,False,True,False,False,False,False,True,False,False,2,2014,22,1809,9959,317279,585212,50014,5.505251520176893,175.38916528468766,323.5002763957988,27.647318960751797
710,1907,9988,1976,Master,Single,70379.0,0,1,2013-03-03,84,553,25,142,65,67,8,3,6,3,13,4,0,0,False,False,False,False,True,False,False,False,False,False,False,True,False,3,2013,3,711,4330,132977,261310,21412,6.090014064697609,187.028129395218,367.52461322081575,30.11533052039381
267,75,9999,1965,Graduation,Together,75276.0,0,0,2012-09-27,2,610,105,125,137,42,21,1,9,4,9,5,0,0,False,False,False,False,False,True,False,False,False,False,True,False,False,9,2012,27,268,1747,51630,101167,8137,6.518656716417911,192.6492537313433,377.48880597014926,30.361940298507463
1,2222,10001,1985,2n Cycle,Together,7500.0,1,0,2012-01-08,98,5,17,17,13,14,34,4,2,1,3,9,0,0,False,False,False,False,False,True,False,False,True,False,False,False,False,1,2012,8,2,10,462,1211,72,5.0,231.0,605.5,36.0
84,984,10010,1953,PhD,Divorced,36957.0,1,1,2012-06-09,43,100,2,16,2,1,31,4,3,2,2,9,1,0,False,False,True,False,False,False,False,False,False,False,False,False,True,6,2012,9,85,548,13881,30232,2444,6.447058823529412,163.30588235294118,355.67058823529413,28.75294117647059
2161,1755,10022,1973,PhD,Single,54466.0,1,1,2014-09-02,78,12,0,4,0,0,0,1,1,0,2,5,0,0,False,False,False,False,True,False,False,False,False,False,False,False,True,9,2014,2,2162,11561,362428,663481,56868,5.34736355226642,167.6355226641998,306.8829787234043,26.303422756706752
1384,1136,10031,1976,PhD,Married,16927.0,1,1,2013-10-02,50,20,2,23,3,1,4,5,3,0,4,8,0,0,False,False,False,True,False,False,False,False,False,False,False,False,True,10,2013,2,1385,7890,244184,461159,38227,5.696750902527076,176.30613718411553,332.96678700361014,27.60072202166065
1713,1940,10032,1976,Graduation,Divorced,12571.0,1,0,2014-01-18,86,3,5,14,2,12,17,4,3,1,3,6,0,0,False,False,True,False,False,False,False,False,False,False,True,False,False,1,2014,18,1714,9529,301528,557540,46882,5.55950991831972,175.92065344224036,325.28588098016337,27.352392065344223
1786,1222,10033,1973,2n Cycle,Divorced,31163.0,1,0,2014-02-13,54,2,3,10,11,2,10,1,1,0,3,6,0,0,False,False,True,False,False,False,False,False,True,False,False,False,False,2,2014,13,1787,9851,312832,578168,49418,5.51259093452714,175.0598768886402,323.541130386122,27.654168998321207
1915,1495,10037,1993,Graduation,Single,74293.0,0,0,2014-04-05,66,375,152,335,93,91,81,1,5,4,6,2,0,0,False,False,False,False,True,False,False,False,False,False,True,False,False,4,2014,5,1916,10473,328154,608229,51596,5.4660751565762,171.27035490605428,317.4472860125261,26.92901878914405
1145,1578,10057,1951,Graduation,Single,72282.0,0,0,2013-07-19,70,503,27,419,90,139,153,1,5,7,9,7,1,0,False,False,False,False,True,False,False,False,False,False,True,False,False,7,2013,19,1146,6644,207601,388723,31722,5.797556719022688,181.15270506108203,339.1998254799302,27.680628272251308
902,686,10061,1950,Graduation,Married,59462.0,0,1,2013-05-01,29,724,17,143,0,8,196,2,9,2,12,7,0,0,False,False,False,True,False,False,False,False,False,False,True,False,False,5,2013,1,903,5355,167992,320971,26013,5.930232558139535,186.0376522702104,355.4496124031008,28.80730897009967
732,627,10065,1970,2n Cycle,Married,15315.0,0,0,2013-03-08,27,7,4,13,15,8,17,2,2,0,4,5,0,0,False,False,False,True,False,False,False,False,True,False,False,False,False,3,2013,8,733,4406,139361,271253,22457,6.0109140518417465,190.12414733969987,370.0586630286494,30.63710777626194
1401,1784,10067,1976,2n Cycle,Together,25176.0,1,1,2013-10-08,79,4,0,4,0,0,5,1,1,0,2,7,0,0,False,False,False,False,False,True,False,False,True,False,False,False,False,10,2013,8,1402,7981,246464,466051,38608,5.692582025677604,175.79457917261055,332.41868758915837,27.53780313837375
205,985,10069,1988,Basic,Together,13724.0,1,0,2012-08-31,43,2,7,5,2,15,27,1,2,0,2,9,0,0,False,False,False,False,False,True,False,False,False,True,False,False,False,8,2012,31,206,1382,34529,74581,5731,6.70873786407767,167.61650485436894,362.04368932038835,27.820388349514563
2009,212,10084,1972,Graduation,Married,24434.0,2,0,2014-05-18,9,3,2,8,20,0,17,2,2,1,2,7,0,0,False,False,False,True,False,False,False,False,False,False,True,False,False,5,2014,18,2010,10879,342047,628186,53699,5.412437810945273,170.17263681592038,312.53034825870645,26.71592039800995
908,142,10089,1974,Graduation,Divorced,102692.0,0,0,2013-05-04,5,168,148,444,32,172,148,1,6,9,13,2,1,0,False,False,True,False,False,False,False,False,False,False,True,False,False,5,2013,4,909,5393,168834,323027,26246,5.932893289328933,185.73597359735973,355.36523652365236,28.873487348734873
961,1766,10091,1956,Graduation,Single,60230.0,0,1,2013-05-20,78,520,20,367,39,81,40,2,6,3,6,5,0,0,False,False,False,False,True,False,False,False,False,False,True,False,False,5,2013,20,962,5642,178156,339269,27744,5.864864864864865,185.1933471933472,352.6704781704782,28.83991683991684
670,1037,10092,1954,Graduation,Divorced,70044.0,0,1,2013-02-18,46,1073,0,250,153,14,14,4,7,10,5,5,0,0,False,False,True,False,False,False,False,False,False,False,True,False,False,2,2013,18,671,4099,126302,246345,20219,6.1087928464977646,188.2295081967213,367.1311475409836,30.13263785394933
510,225,10095,1975,PhD,Divorced,74165.0,0,0,2013-01-05,9,1001,12,240,16,12,12,1,5,4,10,2,0,0,False,False,True,False,False,False,False,False,False,False,False,False,True,1,2013,5,511,3217,99671,197497,15385,6.295499021526418,195.0508806262231,386.4911937377691,30.107632093933464
931,483,10099,1984,Graduation,Married,55434.0,1,0,2013-05-10,21,238,115,215,169,69,76,3,5,3,13,4,0,0,False,False,False,True,False,False,False,False,False,False,True,False,False,5,2013,10,932,5504,172585,328647,26774,5.905579399141631,185.17703862660943,352.6255364806867,28.7274678111588
2237,434,10102,1966,Graduation,Widow,79946.0,0,0,2014-12-05,19,395,183,565,166,141,28,1,5,11,5,3,0,0,False,False,False,False,False,False,True,False,False,False,True,False,False,12,2014,5,2238,11904,373397,680456,58854,5.319034852546917,166.84405719392313,304.04647006255584,26.297587131367294
739,1472,10104,1974,Graduation,Together,33590.0,2,1,2013-03-11,65,4,0,2,0,0,2,1,1,0,2,7,0,0,False,False,False,False,False,True,False,False,False,False,True,False,False,3,2013,11,740,4438,139614,272081,22541,5.9972972972972975,188.66756756756757,367.677027027027,30.46081081081081
1454,1902,10120,1955,Graduation,Together,38946.0,0,1,2013-10-24,84,116,6,82,6,6,41,2,3,1,6,5,0,0,False,False,False,False,False,True,False,False,False,False,True,False,False,10,2013,24,1455,8267,252709,477358,39680,5.681786941580756,173.68316151202748,328.08109965635737,27.27147766323024
2064,480,10127,1965,Graduation,Married,58692.0,0,1,2014-06-04,21,301,11,61,4,7,11,1,8,2,4,7,0,0,False,False,False,True,False,False,False,False,False,False,True,False,False,6,2014,4,2065,11133,349147,641999,54666,5.391283292978208,169.07845036319614,310.8953995157385,26.4726392251816
1202,489,10128,1958,Graduation,Together,53977.0,0,1,2013-08-06,21,620,16,165,0,24,82,5,5,5,12,5,0,0,False,False,False,False,False,True,False,False,False,False,True,False,False,8,2013,6,1203,6975,216142,407016,33742,5.798004987531172,179.6691604322527,338.33416458852867,28.04821280133001
2221,805,10129,1966,Graduation,Together,82427.0,0,0,2014-12-03,35,482,147,509,104,107,107,1,3,5,12,1,0,0,False,False,False,False,False,True,False,False,False,False,True,False,False,12,2014,3,2222,11838,371005,677404,58281,5.327632763276328,166.96894689468948,304.86228622862285,26.22907290729073
2219,376,10133,1970,Graduation,Single,93790.0,0,0,2014-12-02,16,1302,68,731,89,114,45,0,6,7,12,2,1,0,False,False,False,False,True,False,False,False,False,False,True,False,False,12,2014,2,2220,11831,370479,676900,58130,5.329279279279279,166.88243243243244,304.9099099099099,26.184684684684683
1365,624,10140,1983,PhD,Together,70123.0,0,0,2013-09-28,27,1308,0,396,23,0,0,1,5,7,4,3,0,0,False,False,False,False,False,True,False,False,False,False,False,False,True,9,2013,28,1366,7804,239874,455725,37188,5.71303074670571,175.60322108345534,333.6200585651537,27.224011713030748
1396,37,10141,1960,Master,Divorced,39228.0,0,0,2013-10-05,1,7,1,6,0,3,3,1,0,0,3,4,0,0,False,False,True,False,False,False,False,False,False,False,False,True,False,10,2013,5,1397,7956,245984,465252,38464,5.695060844667144,176.08017179670722,333.0365068002863,27.533285612025768
1097,2235,10142,1976,PhD,Divorced,66476.0,0,1,2013-07-03,99,372,18,126,47,48,78,2,5,2,11,4,0,0,False,False,True,False,False,False,False,False,False,False,False,False,True,7,2013,3,1098,6382,201211,375594,30678,5.812386156648452,183.25227686703096,342.07103825136613,27.939890710382514
331,1912,10144,1976,Graduation,Together,51369.0,0,1,2012-10-25,84,297,7,79,0,11,182,2,8,2,4,8,0,0,False,False,False,False,False,True,False,False,False,False,True,False,False,10,2012,25,332,2140,63985,130684,10014,6.445783132530121,192.72590361445782,393.6265060240964,30.162650602409638
1773,395,10146,1972,PhD,Together,38887.0,1,0,2014-02-03,17,25,1,13,0,0,3,1,1,0,3,7,0,0,False,False,False,False,False,True,False,False,False,False,False,False,True,2,2014,3,1774,9804,309346,572328,48848,5.526493799323562,174.37767756482526,322.62006764374297,27.53551296505073
1554,240,10150,1961,Graduation,Single,86429.0,0,0,2013-11-21,10,464,28,873,29,18,37,0,7,4,7,2,1,0,False,False,False,False,True,False,False,False,False,False,True,False,False,11,2013,21,1555,8773,270705,508553,42341,5.641800643086817,174.08681672025725,327.043729903537,27.22893890675241
431,882,10151,1960,Graduation,Divorced,62204.0,0,2,2012-12-09,38,317,46,247,151,46,139,1,4,5,12,3,0,0,False,False,True,False,False,False,False,False,False,False,True,False,False,12,2012,9,432,2742,87700,175201,13097,6.347222222222222,203.00925925925927,405.5578703703704,30.31712962962963
724,1288,10156,1975,Graduation,Single,84196.0,0,1,2013-03-06,56,215,63,507,231,31,190,1,8,4,7,3,0,0,False,False,False,False,True,False,False,False,False,False,True,False,False,3,2013,6,725,4372,137667,268818,22098,6.030344827586207,189.88551724137932,370.78344827586204,30.48
1740,1756,10157,1965,Graduation,Single,59686.0,0,1,2014-01-25,78,89,15,89,34,42,5,1,4,1,6,4,0,0,False,False,False,False,True,False,False,False,False,False,True,False,False,1,2014,25,1741,9630,306308,566044,48025,5.5313038483630095,175.93796668581274,325.1257897759908,27.584721424468697
802,1741,10159,1970,Graduation,Divorced,58710.0,0,1,2013-03-31,77,440,81,368,0,122,174,6,11,5,9,6,0,0,False,False,True,False,False,False,False,False,False,False,True,False,False,3,2013,31,803,4811,148965,289800,24208,5.991282689912827,185.51058530510585,360.8966376089664,30.14694894146949
1060,1110,10160,1956,Master,Together,50943.0,0,1,2013-06-21,49,31,0,7,2,0,6,1,1,0,3,5,0,0,False,False,False,False,False,True,False,False,False,False,False,True,False,6,2013,21,1061,6152,196841,367247,30213,5.798303487276154,185.5240339302545,346.13289349670123,28.475966069745525
1403,653,10163,1984,PhD,Single,82733.0,0,0,2013-10-09,28,712,50,420,65,38,38,1,8,4,7,4,1,0,False,False,False,False,True,False,False,False,False,False,False,False,True,10,2013,9,1404,7989,246980,466929,38733,5.69017094017094,175.91168091168092,332.5705128205128,27.587606837606838
1836,1690,10164,1958,Graduation,Single,94472.0,0,1,2014-03-04,75,1017,33,417,108,100,16,1,5,5,5,5,0,0,False,False,False,False,True,False,False,False,False,False,True,False,False,3,2014,4,1837,10071,321388,591401,50497,5.482308111050626,174.95264017419706,321.93848666303757,27.488840500816547
275,2154,10172,1988,Graduation,Single,68655.0,0,0,2012-10-08,95,456,19,832,75,118,38,1,4,5,11,3,0,0,False,False,False,False,True,False,False,False,False,False,True,False,False,10,2012,8,276,1784,54999,107955,8681,6.463768115942029,199.27173913043478,391.14130434782606,31.452898550724637
517,17,10175,1958,PhD,Divorced,32173.0,0,1,2013-01-08,0,18,0,2,0,0,2,1,1,0,3,4,0,0,False,False,True,False,False,False,False,False,False,False,False,False,True,1,2013,8,518,3251,101056,199761,15537,6.276061776061776,195.08880308880308,385.63899613899616,29.994208494208493
171,995,10176,1968,Graduation,Single,57107.0,0,1,2012-08-24,44,159,0,120,0,0,137,7,4,4,8,8,1,0,False,False,False,False,True,False,False,False,False,False,True,False,False,8,2012,24,172,1141,29413,62955,4852,6.633720930232558,171.00581395348837,366.0174418604651,28.209302325581394
645,129,10177,1954,Graduation,Divorced,72071.0,0,1,2013-02-14,4,531,69,300,150,138,150,3,5,4,8,2,0,0,False,False,True,False,False,False,False,False,False,False,True,False,False,2,2013,14,646,3959,121925,236514,19768,6.128482972136223,188.73839009287926,366.12074303405575,30.60061919504644
2224,593,10196,1978,Graduation,Married,71427.0,2,0,2014-12-03,26,212,123,177,15,64,23,2,8,2,8,4,0,0,False,False,False,True,False,False,False,False,False,False,True,False,False,12,2014,3,2225,11851,371306,678297,58411,5.32629213483146,166.87910112359552,304.85258426966294,26.252134831460673
1087,1737,10203,1990,Graduation,Single,26095.0,1,0,2013-06-30,77,11,7,9,3,1,11,1,1,0,3,7,0,0,False,False,False,False,True,False,False,False,False,False,True,False,False,6,2013,30,1088,6312,200474,373161,30542,5.801470588235294,184.25919117647058,342.9788602941176,28.071691176470587
1052,915,10207,1978,Graduation,Together,22775.0,1,0,2013-06-19,40,5,1,8,0,0,1,1,1,0,2,8,0,0,False,False,False,False,False,True,False,False,False,False,True,False,False,6,2013,19,1053,6112,196261,365894,29993,5.804368471035137,186.3827160493827,347.47768281101617,28.48338081671415
538,983,10212,1986,Master,Together,42386.0,1,0,2013-01-13,43,65,4,16,0,4,11,1,3,0,3,8,0,0,False,False,False,False,False,True,False,False,False,False,False,True,False,1,2013,13,539,3353,103855,204731,15910,6.220779220779221,192.6808905380334,379.834879406308,29.517625231910944
1049,917,10219,1972,Graduation,Together,31590.0,1,0,2013-06-18,40,6,2,15,6,6,3,1,1,0,3,8,0,0,False,False,False,False,False,True,False,False,False,False,True,False,False,6,2013,18,1050,6097,195917,365410,29918,5.806666666666667,186.58761904761906,348.0095238095238,28.493333333333332
935,221,10232,1963,PhD,Divorced,48799.0,0,1,2013-05-11,9,174,18,81,28,6,24,3,3,2,7,3,0,0,False,False,True,False,False,False,False,False,False,False,False,False,True,5,2013,11,936,5513,173155,329951,27068,5.889957264957265,184.9946581196581,352.51175213675214,28.918803418803417
1325,1346,10236,1975,Master,Single,31160.0,1,0,2013-09-16,59,16,3,25,6,1,13,2,2,0,3,8,0,0,False,False,False,False,True,False,False,False,False,False,False,True,False,9,2013,16,1326,7606,234109,443513,36431,5.73604826546003,176.55279034690798,334.47435897435895,27.474358974358974
675,253,10240,1949,Graduation,Together,69372.0,0,0,2013-02-19,10,997,26,269,34,13,42,1,10,4,6,4,1,0,False,False,False,False,False,True,False,False,False,False,True,False,False,2,2013,19,676,4125,127039,248448,20439,6.10207100591716,187.92751479289942,367.5266272189349,30.235207100591715
1633,379,10241,1975,2n Cycle,Divorced,11448.0,0,0,2013-12-15,16,0,0,0,6,2,6,1,1,0,2,6,0,0,False,False,True,False,False,False,False,False,True,False,False,False,False,12,2013,15,1634,9167,285433,535584,44273,5.61015911872705,174.68359853121174,327.77478580171356,27.09485924112607
1328,895,10242,1966,PhD,Together,47472.0,1,1,2013-09-16,39,56,0,11,0,0,8,2,2,0,4,5,0,0,False,False,False,False,False,True,False,False,False,False,False,False,True,9,2013,16,1329,7620,234281,444509,36442,5.733634311512415,176.2836719337848,334.46877351392027,27.42061700526712
353,1613,10245,1986,2n Cycle,Single,80910.0,0,0,2012-10-31,71,160,80,369,67,39,41,1,3,3,8,1,0,0,False,False,False,False,True,False,False,False,True,False,False,False,False,10,2012,31,354,2273,68578,137636,10691,6.4209039548022595,193.72316384180792,388.8022598870057,30.20056497175141
388,1115,10250,1947,Basic,Together,28389.0,0,0,2012-11-20,49,1,5,3,7,4,8,1,1,0,2,7,0,0,False,False,False,False,False,True,False,False,False,True,False,False,False,11,2012,20,389,2498,76415,153896,11620,6.42159383033419,196.439588688946,395.61953727506426,29.87146529562982
1010,2124,10258,1965,Master,Single,35791.0,2,1,2013-06-05,94,27,0,5,0,0,3,2,1,0,3,8,0,0,False,False,False,False,True,False,False,False,False,False,False,True,False,6,2013,5,1011,5898,189492,354578,29078,5.833827893175074,187.43026706231453,350.7200791295747,28.76162215628091
1265,1674,10260,1965,Master,Together,45143.0,0,1,2013-08-26,74,202,5,74,11,5,14,3,6,1,5,7,0,0,False,False,False,False,False,True,False,False,False,False,False,True,False,8,2013,26,1266,7282,226584,425444,35321,5.751974723538704,178.97630331753555,336.0537124802528,27.89968404423381
1395,2172,10262,1980,Graduation,Married,15072.0,2,0,2013-10-05,96,8,2,15,0,10,18,4,3,1,3,5,0,0,False,False,False,True,False,False,False,False,False,False,True,False,False,10,2013,5,1396,7952,245978,465245,38463,5.696275071633238,176.20200573065904,333.2700573065903,27.552292263610315
284,1373,10264,1979,Graduation,Divorced,15287.0,1,0,2012-10-10,60,1,2,8,4,3,13,2,1,1,2,7,1,0,False,False,True,False,False,False,False,False,False,False,True,False,False,10,2012,10,285,1838,56737,110672,8815,6.4491228070175435,199.07719298245615,388.3228070175439,30.92982456140351
733,192,10270,1981,2n Cycle,Married,35523.0,1,0,2013-03-10,8,11,5,22,12,5,11,2,3,0,3,7,0,0,False,False,False,True,False,False,False,False,True,False,False,False,False,3,2013,10,734,4413,139383,271264,22462,6.012261580381471,189.8950953678474,369.56948228882834,30.60217983651226
686,630,10277,1961,Graduation,Single,30081.0,0,1,2013-02-21,27,36,0,2,0,0,4,1,1,0,3,7,0,0,False,False,False,False,True,False,False,False,False,False,True,False,False,2,2013,21,687,4193,127942,250259,20601,6.10334788937409,186.23289665211064,364.2780203784571,29.986899563318776
2123,260,10281,1970,Graduation,Divorced,64713.0,1,0,2014-07-02,11,180,60,241,13,54,54,2,5,5,7,4,1,0,False,False,True,False,False,False,False,False,False,False,True,False,False,7,2014,2,2124,11389,358168,656881,56245,5.362052730696798,168.62900188323917,309.2660075329567,26.48069679849341
1830,58,10286,1962,Graduation,Married,83715.0,0,0,2014-03-02,2,318,8,407,150,35,8,1,2,8,13,0,0,0,False,False,False,True,False,False,False,False,False,False,True,False,False,3,2014,2,1831,10044,320473,588724,50431,5.485527034407427,175.02621518296013,321.53140360458764,27.542872747132716
217,1659,10299,1969,PhD,Single,48240.0,0,0,2012-09-11,73,389,91,248,64,49,41,3,6,3,13,5,1,0,False,False,False,False,True,False,False,False,False,False,False,False,True,9,2012,11,218,1442,38210,80132,6605,6.614678899082569,175.27522935779817,367.57798165137615,30.298165137614678
482,1747,10304,1959,Graduation,Married,18690.0,0,0,2012-12-28,77,6,1,7,23,4,19,1,1,1,2,8,0,0,False,False,False,True,False,False,False,False,False,False,True,False,False,12,2012,28,483,3032,97027,190314,14405,6.277432712215321,200.8840579710145,394.0248447204969,29.824016563146998
1280,2054,10307,1956,Graduation,Married,50387.0,0,2,2013-08-31,91,369,9,87,12,14,34,3,6,2,8,5,0,0,False,False,False,True,False,False,False,False,False,False,True,False,False,8,2013,31,1281,7361,228043,430054,35471,5.7462919594067134,178.01951600312256,335.7174082747853,27.69008587041374
932,14,10311,1969,Graduation,Married,4428.0,0,1,2013-05-10,0,16,4,12,2,4,321,0,25,0,0,1,0,0,False,False,False,True,False,False,False,False,False,False,True,False,False,5,2013,10,933,5505,172597,328663,26778,5.90032154340836,184.9914255091104,352.2647374062165,28.70096463022508
338,1567,10313,1975,Graduation,Married,48178.0,1,1,2012-10-28,69,159,4,45,6,2,38,6,5,1,4,8,0,0,False,False,False,True,False,False,False,False,False,False,True,False,False,10,2012,28,339,2180,65388,131969,10306,6.430678466076696,192.8849557522124,389.28908554572274,30.40117994100295
455,1790,10314,1948,PhD,Married,83837.0,0,0,2012-12-16,79,847,66,119,86,89,111,1,9,10,5,4,1,0,False,False,False,True,False,False,False,False,False,False,False,False,True,12,2012,16,456,2873,94012,183392,13960,6.300438596491228,206.16666666666666,402.17543859649123,30.614035087719298
696,1294,10319,1971,Graduation,Married,66303.0,0,1,2013-02-26,56,1090,12,96,16,12,60,4,3,4,11,8,0,0,False,False,False,True,False,False,False,False,False,False,True,False,False,2,2013,26,697,4248,130270,256616,20975,6.094691535150646,186.9010043041607,368.17216642754664,30.09325681492109
1456,1988,10323,1952,Graduation,Married,49413.0,0,1,2013-10-25,88,205,7,41,3,2,46,2,4,2,5,5,0,0,False,False,False,True,False,False,False,False,False,False,True,False,False,10,2013,25,1457,8278,252774,477572,39688,5.681537405628003,173.48936170212767,327.7776252573782,27.239533287577213
1069,1880,10339,1954,Master,Together,50634.985,0,1,2013-06-23,83,161,0,22,0,0,24,2,4,1,4,6,0,0,False,False,False,False,False,True,False,False,False,False,False,True,False,6,2013,23,1070,6210,197161,367700,30232,5.803738317757009,184.26261682242992,343.6448598130841,28.254205607476635
373,1550,10340,1984,Graduation,Together,35196.0,1,0,2012-11-13,68,75,12,141,43,39,187,6,6,1,5,8,0,0,False,False,False,False,False,True,False,False,False,False,True,False,False,11,2012,13,374,2402,73911,146929,11323,6.422459893048129,197.62299465240642,392.8582887700535,30.27540106951872
1810,998,10341,1948,Graduation,Together,51315.0,0,0,2014-02-23,45,68,28,39,16,30,41,1,2,2,5,2,0,0,False,False,False,False,False,True,False,False,False,False,True,False,False,2,2014,23,1811,9966,317335,585293,50045,5.503036996134732,175.2263942573164,323.187741579238,27.63390392048592
273,639,10343,1991,2n Cycle,Single,61618.0,0,0,2012-09-29,27,605,91,399,0,45,205,2,3,6,8,3,0,0,False,False,False,False,True,False,False,False,True,False,False,False,False,9,2012,29,274,1775,53951,106120,8629,6.478102189781022,196.9014598540146,387.2992700729927,31.49270072992701
1295,854,10350,1950,PhD,Married,54432.0,2,1,2013-09-05,37,33,0,5,0,0,0,1,1,0,3,4,0,0,False,False,False,True,False,False,False,False,False,False,False,False,True,9,2013,5,1296,7440,230102,433761,35889,5.7407407407407405,177.54783950617283,334.6921296296296,27.69212962962963
101,76,10352,1963,Graduation,Widow,34213.0,1,1,2012-07-09,2,50,4,28,6,3,26,3,3,1,2,9,1,0,False,False,False,False,False,False,True,False,False,False,True,False,False,7,2012,9,102,663,17463,35833,3066,6.5,171.2058823529412,351.30392156862746,30.058823529411764
251,148,10356,1957,PhD,Divorced,41437.0,1,1,2012-09-22,5,29,0,2,0,0,1,1,1,0,3,7,0,0,False,False,True,False,False,False,False,False,False,False,False,False,True,9,2012,22,252,1661,45961,92568,7383,6.591269841269841,182.38492063492063,367.3333333333333,29.297619047619047
